,learning_rate,depth,objective,test RMSE
0,0.0024675152320391687,10,RMSE,2.935549444788494
1,0.04753221099152129,3,RMSE,2.8996624057540137
2,0.07850534034942389,9,RMSE,2.9140405046307607
3,0.006828748592542495,3,RMSE,2.901588547225755
4,0.002415215333118701,8,RMSE,2.92750466049013
5,0.010745024188499968,6,RMSE,2.9001639878731806
6,0.1117527844881669,5,RMSE,2.904659952323469
7,0.11194375248118264,3,RMSE,2.90338084343202
8,0.04727342233726381,3,RMSE,2.9004076541615142
9,0.03571760438784586,3,RMSE,2.899722949987376
10,0.019811682320598635,5,RMSE,2.8984539954231847
11,0.23865439653954137,5,RMSE,2.910729255906241
12,0.023740626126097217,5,RMSE,2.8988702408286096
13,0.02685875762237861,5,RMSE,2.900450186808597
14,0.014605884331320373,7,RMSE,2.9010974625840147
15,0.006690280086354523,6,RMSE,2.899824608124935
16,0.020578287099295586,4,RMSE,2.8982813009655493
17,0.016047811325242606,4,RMSE,2.8981201576555433
18,0.0012033821971774922,4,RMSE,3.070390568702295
19,0.012264419420744228,4,RMSE,2.898701518391213
20,0.006651360587666282,7,RMSE,2.9014946370737142
21,0.02364606565396571,4,RMSE,2.900199165340758
22,0.014031372321583732,4,RMSE,2.8993638325048874
23,0.017595560964213934,6,RMSE,2.899006172970804
24,0.037975346375208434,4,RMSE,2.8985733310485116
25,0.021728909318446062,5,RMSE,2.898017450434101
26,0.03078336511715842,4,RMSE,2.8989396600618935
27,0.009431043164567526,5,RMSE,2.900030217560269
28,0.020761458763068896,6,RMSE,2.898617733690611
29,0.00898870602843657,10,RMSE,2.910206413789776
30,0.00531438053316622,7,RMSE,2.9020788109174247
31,0.018277677158840443,5,RMSE,2.8989984375048232
32,0.016362308808023335,4,RMSE,2.8990474998947784
33,0.038665832069698564,5,RMSE,2.900705674660702
34,0.050786354800832524,3,RMSE,2.900895607667309
35,0.02450853581321504,6,RMSE,2.8997228091500475
36,0.013616891864295797,8,RMSE,2.9051130054322782
37,0.019022959521575886,4,RMSE,2.898076596817312
38,0.010085584552102433,3,RMSE,2.8999941483039837
39,0.06456606402445045,4,RMSE,2.9013938556313437
40,0.03023281568832092,3,RMSE,2.899559299691963
41,0.023034671423057727,5,RMSE,2.897456352742472
42,0.018803374130049188,4,RMSE,2.898546489157747
43,0.030827397591271417,5,RMSE,2.899057647781328
44,0.013354780497654305,3,RMSE,2.899851068594274
45,0.02261089879996478,5,RMSE,2.899533386068211
46,0.05029834602659604,4,RMSE,2.899945202996034
47,0.01741665388338972,6,RMSE,2.8977129214918116
48,0.011027775599731168,6,RMSE,2.8996093839540027
49,0.015560249193510374,6,RMSE,2.9012144591251663
50,0.02847834470679622,8,RMSE,2.9054204723804684
51,0.020384998816040615,5,RMSE,2.8987095547846176
52,0.025235120348555632,5,RMSE,2.899823056032374
53,0.017287143022951944,4,RMSE,2.898389698935194
54,0.03877976869437934,5,RMSE,2.9001884212296227
55,0.012183877413117883,6,RMSE,2.9001179281294327
56,0.02104460838503741,4,RMSE,2.900290799362347
57,0.01452487979814699,5,RMSE,2.8991247482688967
58,0.024710740922768235,7,RMSE,2.9023245924957277
59,0.009106794550127589,3,RMSE,2.9004229023399457
60,0.03530384593227012,4,RMSE,2.900733410065751
61,0.017066738929514623,4,RMSE,2.8982063238391267
62,0.01642052040762132,4,RMSE,2.8996266227656764
63,0.02042644086393659,5,RMSE,2.898067637574169
64,0.01122460416820396,5,RMSE,2.8990266226674346
65,0.017318396037649952,5,RMSE,2.898587659368869
66,0.02759413950156349,6,RMSE,2.899237981950394
67,0.02228995281393096,5,RMSE,2.898542064336903
68,0.008203997256813634,6,RMSE,2.900611920796602
69,0.012785004144589095,4,RMSE,2.899937282077572
70,0.014480666081630445,7,RMSE,2.9008472771237224
71,0.019977863287679826,4,RMSE,2.8979303589604837
72,0.01923947411593326,4,RMSE,2.8981532690922798
73,0.020883756898484176,5,RMSE,2.8994780249708723
74,0.03319900270491546,4,RMSE,2.8998717530257174
75,0.026119462966843643,3,RMSE,2.899608829138046
76,0.01934167334022955,3,RMSE,2.9002758852775288
77,0.02824389615231383,5,RMSE,2.8997803429442173
78,0.015032700839298084,4,RMSE,2.8982591427844486
79,0.011614363914884575,4,RMSE,2.899243605633301
80,0.024193325780710935,5,RMSE,2.898909840301989
81,0.017027627536288448,4,RMSE,2.8994972749856185
82,0.01919269747031718,4,RMSE,2.898331224510592
83,0.013302894986477397,3,RMSE,2.8991647180435933
84,0.022233344437116765,10,RMSE,2.9142814975551263
85,0.018808201900375323,4,RMSE,2.8981662480280797
86,0.015236288387620091,5,RMSE,2.8994738607833437
87,0.03306900459198472,4,RMSE,2.8971627772897603
88,0.03259454165119218,6,RMSE,2.8991508745606325
89,0.044455308487981834,4,RMSE,2.8986525549614304
90,0.029754781049387585,9,RMSE,2.908536208221087
91,0.023431586972335192,4,RMSE,2.899727434928363
92,0.01954150407197962,4,RMSE,2.898093365679511
93,0.022126222955600423,4,RMSE,2.8972595227507636
94,0.026075187273224772,5,RMSE,2.897964278598115
95,0.025728005717197307,5,RMSE,2.899263220673342
96,0.03641180236605608,5,RMSE,2.8998403483571686
97,0.028362003585946267,6,RMSE,2.8994932602523376
98,0.04209525329681661,5,RMSE,2.902418025766129
99,0.031876781052856025,5,RMSE,2.9009216530174458
